Unnamed: 0,name,address,gmap_id,description,latitude,longitude,category,avg_rating,num_of_reviews,price,hours,MISC,state,relative_results,url
1781121,Beef 'O' Brady's,"Beef 'O' Brady's, 1100 Tarpon Woods Blvd, Palm Harbor, FL 34685",0x88c2ed272b9bca29:0xcdfc70ab5009e010,"Pub chain for the whole family, with Irish-inflected grub plus TVs & sports memorabilia galore.",28.087687,-82.693927,['Family restaurant' 'Sports bar'],3.7,78,$$,"[array(['Monday', '11AM–9PM'], dtype=object)
 array(['Tuesday', '11AM–9PM'], dtype=object)
 array(['Wednesday', '11AM–9PM'], dtype=object)
 array(['Thursday', '11AM–9PM'], dtype=object)
 array(['Friday', '10AM–10PM'], dtype=object)
 array(['Saturday', '10AM–10PM'], dtype=object)
 array(['Sunday', '11AM–9PM'], dtype=object)]","{'Accessibility': array(['Wheelchair accessible restroom'], dtype=object), 'Activities': None, 'Amenities': array(['Good for kids', 'Restroom'], dtype=object), 'Atmosphere': None, 'Crowd': None, 'Dining options': array(['Lunch', 'Dinner'], dtype=object), 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': None, 'Highlights': None, 'Lodging options': None, 'Offerings': array(['Alcohol', 'Beer', 'Cocktails', 'Happy hour drinks', 'Hard liquor',
       'Vegetarian options', 'Wine'], dtype=object), 'Payments': array(['Debit cards'], dtype=object), 'Planning': None, 'Popular for': None, 'Recycling': None, 'Service options': array(['Outdoor seating', 'Dine-in', 'Delivery'], dtype=object)}",Permanently closed,"['0x88c2f2d99b45d20d:0xade0a0327d0bf886'
 '0x88c2f29f4586270b:0xc1db7244622113d0'
 '0x88c2f280c84cdb89:0x882a594ef639537e']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2ed272b9bca29:0xcdfc70ab5009e010?authuser=-1&hl=en&gl=us
1788661,Smoothie King,"Smoothie King, 2307 S Dale Mabry Hwy B, Tampa, FL 33629",0x88c2c33b14dd382f:0x6c5d2da9fb569b0c,"Health-conscious chain featuring blended drinks in varied flavors, nutritional products & snacks.",27.924506,-82.506363,['Juice shop' 'Fast food restaurant' 'Restaurant'],4.3,18,$$,"[array(['Monday', '7AM–9PM'], dtype=object)
 array(['Tuesday', '7AM–9PM'], dtype=object)
 array(['Wednesday', '7AM–9PM'], dtype=object)
 array(['Thursday', '7AM–9PM'], dtype=object)
 array(['Friday', '7AM–9PM'], dtype=object)
 array(['Saturday', '8AM–8PM'], dtype=object)
 array(['Sunday', '9AM–8PM'], dtype=object)]","{'Accessibility': array(['Wheelchair accessible entrance', 'Wheelchair accessible restroom'],
      dtype=object), 'Activities': None, 'Amenities': array(['Gender-neutral restroom'], dtype=object), 'Atmosphere': None, 'Crowd': array(['Family-friendly'], dtype=object), 'Dining options': array(['Counter service', 'Dessert'], dtype=object), 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': None, 'Highlights': None, 'Lodging options': None, 'Offerings': array([""Kids' menu""], dtype=object), 'Payments': array(['Debit cards'], dtype=object), 'Planning': None, 'Popular for': None, 'Recycling': None, 'Service options': array(['Delivery'], dtype=object)}",Permanently closed,"['0x88c2c310cc15b27f:0x3a3d71cd0b5fa42d'
 '0x88c2e4648de80abb:0xdd41cc91af282235'
 '0x88c2cd00f75360b3:0xe22dfa324e38c7ff'
 '0x88c2c3797ef68d6f:0xdd167183231b4be8']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c33b14dd382f:0x6c5d2da9fb569b0c?authuser=-1&hl=en&gl=us
1820185,Tropical Smoothie Cafe,"Tropical Smoothie Cafe, 6400 Park Blvd N, Pinellas Park, FL 33781, United States",0x88c2e4b001a06f61:0xebab4d91f4a421d4,"Casual, health-conscious chain cafe featuring custom smoothies, sandwiches & wraps.",27.838859,-82.724033,['Restaurant' 'Juice shop'],4.1,661,$,"[array(['Monday', '6:30AM–11PM'], dtype=object)
 array(['Tuesday', '6:30AM–11PM'], dtype=object)
 array(['Wednesday', '6:30AM–11PM'], dtype=object)
 array(['Thursday', '6:30AM–11PM'], dtype=object)
 array(['Friday', '6:30AM–11PM'], dtype=object)
 array(['Saturday', '6:30AM–11PM'], dtype=object)
 array(['Sunday', '6:30AM–11PM'], dtype=object)]","{'Accessibility': array(['Wheelchair-accessible car park', 'Wheelchair-accessible entrance',
       'Wheelchair-accessible seating', 'Wheelchair-accessible toilet'],
      dtype=object), 'Activities': None, 'Amenities': array(['Good for kids', 'High chairs', 'Toilets', 'Wi-Fi'], dtype=object), 'Atmosphere': array(['Casual'], dtype=object), 'Crowd': array(['Family friendly', 'Groups', 'Tourists', 'University students'],
      dtype=object), 'Dining options': array(['Breakfast', 'Lunch', 'Dinner', 'Catering', 'Dessert', 'Seating'],
      dtype=object), 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': array(['Mask required',
       'Staff required to disinfect surfaces between visits'],
      dtype=object), 'Highlights': array(['Fast service'], dtype=object), 'Lodging options': None, 'Offerings': array(['Comfort food', 'Healthy options', ""Kids' menu"", 'Organic dishes',
       'Quick bite', 'Vegetarian options'], dtype=object), 'Payments': array(['Debit cards', 'NFC mobile payments', 'Credit cards'], dtype=object), 'Planning': None, 'Popular for': array(['Breakfast', 'Lunch', 'Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Curbside pickup', 'Delivery', 'Takeaway', 'Dine-in'], dtype=object)}",Closed ⋅ Opens 6:30AM,"['0x88c2e58d63392625:0xe08505d0d9d8bf22'
 '0x88c2e4648de80abb:0xdd41cc91af282235'
 '0x88c2e4b1dd3d4a8b:0x34d9c042019d1b5a'
 '0x88c2e4ad66ce0777:0x721f46de4168bd8'
 '0x88c2e231661de561:0x302f28d5e22a2fd1']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2e4b001a06f61:0xebab4d91f4a421d4?authuser=-1&hl=en&gl=ae
1820691,Edible Arrangements,"Edible Arrangements, 7333 52nd Pl E, Bradenton, FL 34203",0x88c33bdf510d8a4f:0xd24c3d881ddab960,Chain selling clever arrangements & gift baskets made up of gourmet fresh & chocolate-dipped fruit.,27.445741,-82.466044,"['Gift shop' 'Caterer' 'Chocolate shop' 'Dessert shop' 'Florist'
 'Gift basket store' 'Grocery store' 'Juice shop']",3.4,55,,"[array(['Monday', '9AM–5PM'], dtype=object)
 array(['Tuesday', '9AM–5PM'], dtype=object)
 array(['Wednesday', '9AM–5PM'], dtype=object)
 array(['Thursday', '9AM–5PM'], dtype=object)
 array(['Friday', '9AM–5PM'], dtype=object)
 array(['Saturday', '9AM–5PM'], dtype=object)
 array(['Sunday', 'Closed'], dtype=object)]","{'Accessibility': array(['Wheelchair accessible entrance'], dtype=object), 'Activities': None, 'Amenities': None, 'Atmosphere': None, 'Crowd': None, 'Dining options': None, 'From the business': array(['Identifies as women-led'], dtype=object), 'Getting here': None, 'Health & safety': array(['Mask required'], dtype=object), 'Health and safety': None, 'Highlights': None, 'Lodging options': None, 'Offerings': None, 'Payments': array(['Debit cards', 'Credit cards'], dtype=object), 'Planning': array(['Quick visit'], dtype=object), 'Popular for': None, 'Recycling': None, 'Service options': array(['Curbside pickup', 'Delivery', 'In-store pickup',
       'In-store shopping'], dtype=object)}",Closed ⋅ Opens 9AM,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c33bdf510d8a4f:0xd24c3d881ddab960?authuser=-1&hl=en&gl=us
1835605,Tokyo Express,"Tokyo Express, 5572 Woodbine Rd, Milton, FL 32571",0x8890edb45c2911c3:0xbf7d0e59d678210f,,30.639627,-87.180218,['Japanese restaurant'],4.4,126,,"[array(['Sunday', '11AM–9:30PM'], dtype=object)
 array(['Monday', '10:30AM–9:30PM'], dtype=object)
 array(['Tuesday', '10:30AM–9:30PM'], dtype=object)
 array(['Wednesday', '10:30AM–9:30PM'], dtype=object)
 array(['Thursday', '10:30AM–9:30PM'], dtype=object)
 array(['Friday', '10:30AM–10PM'], dtype=object)
 array(['Saturday', '10:30AM–10PM'], dtype=object)]","{'Accessibility': array(['Wheelchair accessible entrance'], dtype=object), 'Activities': None, 'Amenities': array(['Good for kids'], dtype=object), 'Atmosphere': array(['Casual'], dtype=object), 'Crowd': None, 'Dining options': None, 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': None, 'Highlights': None, 'Lodging options': None, 'Offerings': array(['Comfort food', 'Healthy options', 'Quick bite'], dtype=object), 'Payments': None, 'Planning': None, 'Popular for': array(['Lunch', 'Dinner', 'Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Takeout', 'Delivery', 'Dine-in'], dtype=object)}",Open ⋅ Closes 9:30PM,"['0x8890eea439ccb7bd:0xbb18d75f70b281a5'
 '0x8890eda9afcadab9:0xf8f4a0190a07c832'
 '0x88909507d9299ff3:0xf15a0ab9a9e9ff6'
 '0x8890eec691addedf:0xc932818c469a1643'
 '0x8890eeb8fcb99541:0xb2f356c1cbaaffea']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8890edb45c2911c3:0xbf7d0e59d678210f?authuser=-1&hl=en&gl=us
1843240,Smoothie King,"Smoothie King, 130 Scenic Gulf Dr Suite 1, Miramar Beach, FL 32550",0x88915b23833fea47:0x3cde39cbe3f6a88b,"Health-conscious chain featuring blended drinks in varied flavors, nutritional products & snacks.",30.37624,-86.35107,"['Juice shop' 'Fast food restaurant' 'Health food restaurant'
 'Delivery Restaurant' 'Takeout Restaurant' 'Vitamin & supplements store']",4.5,38,$$,"[array(['Sunday', '10AM–8PM'], dtype=object)
 array(['Monday', '7AM–9PM'], dtype=object)
 array(['Tuesday', '7AM–9PM'], dtype=object)
 array(['Wednesday', '7AM–9PM'], dtype=object)
 array(['Thursday', '7AM–9PM'], dtype=object)
 array(['Friday', '7AM–9PM'], dtype=object)
 array(['Saturday', '8AM–9PM'], dtype=object)]","{'Accessibility': array(['Wheelchair accessible entrance'], dtype=object), 'Activities': None, 'Amenities': None, 'Atmosphere': array(['Casual'], dtype=object), 'Crowd': None, 'Dining options': None, 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': None, 'Highlights': array(['Fast service'], dtype=object), 'Lodging options': None, 'Offerings': array([""Kids' menu""], dtype=object), 'Payments': None, 'Planning': None, 'Popular for': array(['Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Delivery', 'Takeout'], dtype=object)}",Open ⋅ Closes 8PM,"['0x889159b61ef07d29:0x6b7fa9e28d6abb5f'
 '0x88914354255c0001:0x1e2828c23722b6ec'
 '0x88915bf3f9958bbf:0x8adee92d129b985e'
 '0x88913fbf73fd3d73:0xdd625be53da8425c']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88915b23833fea47:0x3cde39cbe3f6a88b?authuser=-1&hl=en&gl=us
1845704,Smoothie King,"Smoothie King, 7474 US Hwy 1 North, Ste 102, St. Augustine, FL 32095",0x88e42fe051e000e3:0x3b4b2419287cc54,"Health-conscious chain featuring blended drinks in varied flavors, nutritional products & snacks.",30.01244,-81.3917,"['Juice shop' 'Fast food restaurant' 'Health food restaurant'
 'Delivery Restaurant' 'Takeout Restaurant' 'Vitamin & supplements store']",4.4,8,$$,"[array(['Sunday', '10AM–8PM'], dtype=object)
 array(['Monday', '7AM–9PM'], dtype=object)
 array(['Tuesday', '7AM–9PM'], dtype=object)
 array(['Wednesday', '7AM–9PM'], dtype=object)
 array(['Thursday', '7AM–9PM'], dtype=object)
 array(['Friday', '7AM–9PM'], dtype=object)
 array(['Saturday', '8AM–9PM'], dtype=object)]","{'Accessibility': array(['Wheelchair accessible entrance'], dtype=object), 'Activities': None, 'Amenities': None, 'Atmosphere': array(['Casual'], dtype=object), 'Crowd': None, 'Dining options': array(['Dessert'], dtype=object), 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': None, 'Highlights': array(['Fast service'], dtype=object), 'Lodging options': None, 'Offerings': array([""Kids' menu""], dtype=object), 'Payments': None, 'Planning': None, 'Popular for': array(['Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Delivery', 'Takeout', 'Dine-in'], dtype=object)}",Open ⋅ Closes 8PM,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e42fe051e000e3:0x3b4b2419287cc54?authuser=-1&hl=en&gl=us
1847942,Pita Pit,"Pita Pit, 101 Bluefish Dr, Panama City Beach, FL 32413",0x88938c47e8746f65:0x946832a6bbfcd6eb,Diners create their own sandwiches at this health-oriented counter-serve chain.,30.220369,-85.869114,"['Sandwich shop' 'Catering food and drink supplier' 'Delivery service'
 'Fast food restaurant' 'Delivery Restaurant' 'Takeout Restaurant'
 'Restaurant' 'Vegan restaurant' 'Vegetarian restaurant']",4.1,25,,"[array(['Sunday', '10AM–11PM'], dtype=object)
 array(['Monday', '10AM–11PM'], dtype=object)
 array(['Tuesday', '10AM–11PM'], dtype=object)
 array(['Wednesday', '10AM–11PM'], dtype=object)
 array(['Thursday', '10AM–11PM'], dtype=object)
 array(['Friday', '10AM–11PM'], dtype=object)
 array(['Saturday', '10AM–11PM'], dtype=object)]","{'Accessibility': array(['Wheelchair accessible entrance', 'Wheelchair accessible restroom'],
      dtype=object), 'Activities': None, 'Amenities': array(['Good for kids', 'High chairs'], dtype=object), 'Atmosphere': None, 'Crowd': array(['College students', 'Family-friendly'], dtype=object), 'Dining options': array(['Breakfast', 'Catering', 'Pay ahead', 'Seating'], dtype=object), 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': None, 'Highlights': None, 'Lodging options': None, 'Offerings': array(['Coffee', 'Healthy options', ""Kids' menu"", 'Late-night food',
       'Quick bite', 'Vegetarian options'], dtype=object), 'Payments': array(['Debit cards'], dtype=object), 'Planning': None, 'Popular for': array(['Lunch', 'Dinner', 'Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Outdoor seating', 'Delivery'], dtype=object)}",Permanently closed,"['0x88938c4689cd946b:0x56f7a650f770b126'
 '0x88938976b95e4d29:0x5d0770de5863a973'
 '0x88938c523b578a2d:0xad597e31a70e68ad']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88938c47e8746f65:0x946832a6bbfcd6eb?authuser=-1&hl=en&gl=us
1849817,Edible Arrangements,"Edible Arrangements, 2802 N University Dr, Coral Springs, FL 33065",0x88d905373d4eb747:0x6c7ae4d582786394,Chain selling clever arrangements & gift baskets made up of gourmet fresh & chocolate-dipped fruit.,26.265372,-80.250994,"['Gift shop' 'Caterer' 'Chocolate shop' 'Dessert shop' 'Florist'
 'Gift basket store']",2.8,94,,"[array(['Sunday', '10AM–3PM'], dtype=object)
 array(['Monday', '9AM–5PM'], dtype=object)
 array(['Tuesday', '9AM–5PM'], dtype=object)
 array(['Wednesday', '9AM–5PM'], dtype=object)
 array(['Thursday', '9AM–5PM'], dtype=object)
 array(['Friday', '9AM–5PM'], dtype=object)
 array(['Saturday', '9AM–5PM'], dtype=object)]","{'Accessibility': array(['Wheelchair accessible entrance'], dtype=object), 'Activities': None, 'Amenities': None, 'Atmosphere': None, 'Crowd': None, 'Dining options': None, 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': None, 'Highlights': None, 'Lodging options': None, 'Offerings': None, 'Payments': array(['Debit cards'], dtype=object), 'Planning': None, 'Popular for': None, 'Recycling': None, 'Service options': array(['Curbside pickup', 'Delivery', 'In-store pickup',
       'In-store shopping', 'Same-day delivery'], dtype=object)}",Open ⋅ Closes 3PM,"['0x88d91aad1b410b21:0x43de0f26c5fcf304'
 '0x88d903d40fb7b6c5:0x92310362f761ff3e'
 '0x88d90512da804a77:0xe81e48ee1147ef07'
 '0x88d9057b226a1971:0xf9587c2fb3c99e93'
 '0x88d91ac5f3e534a1:0x1ba44f5fd4e2d123']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d905373d4eb747:0x6c7ae4d582786394?authuser=-1&hl=en&gl=us
1853168,TGI Fridays,"TGI Fridays, 1022 W 23rd St, Panama City, FL 32405, United States",0x889383fa10cf4cc5:0xc1e5670beb5a4ef8,"Casual chain restaurant with a festive vibe serving beer, cocktails & a wide menu of American fare.",30.190424,-85.677477,['Restaurant' 'American restaurant' 'Bar & grill' 'Takeout restaurant'],4.0,1364,$$,"[array(['Sunday', '11AM–10PM'], dtype=object)
 array(['Monday', '11AM–10PM'], dtype=object)
 array(['Tuesday', '11AM–10PM'], dtype=object)
 array(['Wednesday', '11AM–10PM'], dtype=object)
 array(['Thursday', '11AM–10PM'], dtype=object)
 array(['Friday', '11AM–12AM'], dtype=object)
 array(['Saturday', '11AM–12AM'], dtype=object)]","{'Accessibility': array(['Wheelchair-accessible car park', 'Wheelchair-accessible entrance',
       'Wheelchair-accessible seating', 'Wheelchair-accessible toilet'],
      dtype=object), 'Activities': None, 'Amenities': array(['Bar on site', 'Good for kids', 'High chairs', 'Toilets', 'Wi-Fi'],
      dtype=object), 'Atmosphere': array(['Casual', 'Cosy'], dtype=object), 'Crowd': array(['Family friendly', 'Groups', 'Tourists', 'University students'],
      dtype=object), 'Dining options': array(['Lunch', 'Dinner', 'Dessert', 'Seating'], dtype=object), 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': array(['Mask required', 'Staff wear masks',
       'Staff get temperature checks',
       'Staff required to disinfect surfaces between visits'],
      dtype=object), 'Highlights': array(['Fast service', 'Great beer selection', 'Great cocktails',
       'Great dessert', 'Great tea selection', 'Great wine list',
       'LGBTQ-friendly', 'Sport', 'Transgender safe space'], dtype=object), 'Lodging options': None, 'Offerings': array(['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food',
       'Happy-hour drinks', 'Happy-hour food', 'Healthy options',
       ""Kids' menu"", 'Late-night food', 'Quick bite', 'Spirits',
       'Vegetarian options', 'Wine'], dtype=object), 'Payments': array(['Debit cards', 'Credit cards'], dtype=object), 'Planning': array(['Accepts reservations'], dtype=object), 'Popular for': array(['Lunch', 'Dinner', 'Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Outdoor seating', 'Curbside pickup', 'No-contact delivery',
       'Delivery', 'Takeaway', 'Dine-in'], dtype=object)}",Closed ⋅ Opens 11AM,"['0x889383dab8db0dfb:0x66e14fba06e30534'
 '0x889383e52bc31c49:0x45e5ced822cae059'
 '0x889383d27c11d749:0xa43a488958a07fc1'
 '0x88938114c4fbc90f:0xb6f5ff9dff55d040'
 '0x889381954ad916f5:0xd7a2727abb2b583d']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x889383fa10cf4cc5:0xc1e5670beb5a4ef8?authuser=-1&hl=en&gl=ae
1866200,Carrabba's Italian Grill,"Carrabba's Italian Grill, 13820 Panama City Beach Pkwy, Panama City, FL 32407, United States",0x88938e9f80431e2f:0x5f340571bd53cc89,Chain eatery & bar serving a diverse menu of classic Italian fare in a family-friendly setting.,30.210705,-85.848256,"['Italian restaurant' 'American restaurant' 'Bar' 'Bar & grill' 'Caterer'
 'Down home cooking restaurant' 'Gluten-free restaurant'
 'Takeout restaurant' 'Restaurant' 'Wine bar']",4.0,1148,$$,"[array(['Sunday', '11AM–9PM'], dtype=object)
 array(['Monday', '4–10PM'], dtype=object)
 array(['Tuesday', '4–10PM'], dtype=object)
 array(['Wednesday', '4–10PM'], dtype=object)
 array(['Thursday', '4–10PM'], dtype=object)
 array(['Friday', '11AM–11PM'], dtype=object)
 array(['Saturday', '11AM–11PM'], dtype=object)]","{'Accessibility': array(['Wheelchair-accessible car park', 'Wheelchair-accessible entrance',
       'Wheelchair-accessible seating', 'Wheelchair-accessible toilet'],
      dtype=object), 'Activities': None, 'Amenities': array(['Bar on site', 'Good for kids', 'High chairs', 'Toilets'],
      dtype=object), 'Atmosphere': array(['Casual', 'Cosy', 'Romantic', 'Upmarket'], dtype=object), 'Crowd': array(['Family friendly', 'Groups', 'Tourists'], dtype=object), 'Dining options': array(['Breakfast', 'Dinner', 'Catering', 'Dessert', 'Seating'],
      dtype=object), 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': array(['Staff wear masks', 'Staff get temperature checks',
       'Staff required to disinfect surfaces between visits'],
      dtype=object), 'Highlights': array(['Fireplace', 'Great coffee', 'Great dessert'], dtype=object), 'Lodging options': None, 'Offerings': array(['Alcohol', 'Beer', 'Braille menu', 'Cocktails', 'Coffee',
       'Comfort food', 'Happy-hour drinks', 'Happy-hour food',
       'Healthy options', ""Kids' menu"", 'Salad bar', 'Small plates',
       'Spirits', 'Vegetarian options', 'Wine'], dtype=object), 'Payments': None, 'Planning': array(['Accepts reservations'], dtype=object), 'Popular for': array(['Dinner', 'Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Curbside pickup', 'No-contact delivery', 'Delivery', 'Takeaway',
       'Dine-in'], dtype=object)}",Closed ⋅ Opens 11AM,"['0x88938c4831324823:0xc1f8d901583e758d'
 '0x889388992118cdbb:0x2fcba561b018aaf4'
 '0x88938114e6402f7f:0x510aa3a5c61d8f3f'
 '0x88938ed49669230b:0x6b2959c69ee973db']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88938e9f80431e2f:0x5f340571bd53cc89?authuser=-1&hl=en&gl=ae
1867272,Smoothie King,"Smoothie King, 5031 Park Blvd N, Pinellas Park, FL 33781",0x88c2e58d63392625:0xe08505d0d9d8bf22,"Health-conscious chain featuring blended drinks in varied flavors, nutritional products & snacks.",27.83958,-82.70228,"['Juice shop' 'Fast food restaurant' 'Health food restaurant'
 'Delivery Restaurant' 'Takeout Restaurant' 'Vitamin & supplements store']",4.4,113,$$,"[array(['Sunday', '10AM–8PM'], dtype=object)
 array(['Monday', '7AM–9PM'], dtype=object)
 array(['Tuesday', '7AM–9PM'], dtype=object)
 array(['Wednesday', '7AM–9PM'], dtype=object)
 array(['Thursday', '7AM–9PM'], dtype=object)
 array(['Friday', '7AM–9PM'], dtype=object)
 array(['Saturday', '8AM–9PM'], dtype=object)]","{'Accessibility': array(['Wheelchair accessible entrance'], dtype=object), 'Activities': None, 'Amenities': None, 'Atmosphere': array(['Casual'], dtype=object), 'Crowd': None, 'Dining options': None, 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': None, 'Highlights': array(['Fast service'], dtype=object), 'Lodging options': None, 'Offerings': array([""Kids' menu""], dtype=object), 'Payments': None, 'Planning': None, 'Popular for': array(['Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Curbside pickup', 'Delivery', 'Takeout', 'Dine-in'], dtype=object)}",Closed ⋅ Opens 10AM,"['0x88c2e4648de80abb:0xdd41cc91af282235'
 '0x88c2e4b001a06f61:0xebab4d91f4a421d4'
 '0x88c2e19dbc54354f:0x8e56fc77ef60b16f'
 '0x88c2e686d323c375:0xa60de0b91649c421']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2e58d63392625:0xe08505d0d9d8bf22?authuser=-1&hl=en&gl=us
1871217,Pita Pit,"Pita Pit, 409 S Chickasaw Trail, Orlando, FL 32825",0x88e765b67ac7b505:0x630ec348243c1595,Diners create their own sandwiches at this health-oriented counter-serve chain.,28.537228,-81.274088,"['Sandwich shop' 'Caterer' 'Fast food restaurant'
 'Mediterranean restaurant']",4.1,35,$,"[array(['Sunday', '11AM–9PM'], dtype=object)
 array(['Monday', '11AM–9PM'], dtype=object)
 array(['Tuesday', '11AM–9PM'], dtype=object)
 array(['Wednesday', '11AM–9PM'], dtype=object)
 array(['Thursday', '11AM–9PM'], dtype=object)
 array(['Friday', '11AM–9PM'], dtype=object)
 array(['Saturday', '11AM–9PM'], dtype=object)]","{'Accessibility': array(['Wheelchair accessible parking lot',
       'Wheelchair accessible restroom'], dtype=object), 'Activities': None, 'Amenities': array(['Good for kids'], dtype=object), 'Atmosphere': None, 'Crowd': None, 'Dining options': None, 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': None, 'Highlights': None, 'Lodging options': None, 'Offerings': None, 'Payments': None, 'Planning': None, 'Popular for': None, 'Recycling': None, 'Service options': array(['Takeout', 'Delivery'], dtype=object)}",Permanently closed,"['0x88e77dad19c83825:0x69c4090b8bf5c2ba'
 '0x88e770751a20029f:0x1959cac3dcf6435e'
 '0x88e78e56936b955d:0xf4e959d068503df2'
 '0x88e77afe88616bbd:0x64b0315302f2db9e'
 '0x88e767cca7061225:0x245fd5f93dbd09e0']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e765b67ac7b505:0x630ec348243c1595?authuser=-1&hl=en&gl=us
1880924,Smoothie King,"Smoothie King, 15366 NW 79th Ct, Miami Lakes, FL 33016",0x88d9a4d229e747e9:0x645a866bfa9b184,"Health-conscious chain featuring blended drinks in varied flavors, nutritional products & snacks.",25.912617,-80.33092,"['Juice shop' 'Fast food restaurant' 'Health food restaurant'
 'Delivery Restaurant' 'Takeout Restaurant' 'Vitamin & supplements store']",3.7,98,$$,"[array(['Saturday', '8AM–8PM'], dtype=object)
 array(['Sunday', '9AM–8PM'], dtype=object)
 array(['Monday', '7AM–10PM'], dtype=object)
 array(['Tuesday', '7AM–10PM'], dtype=object)
 array(['Wednesday', '7AM–10PM'], dtype=object)
 array(['Thursday', '7AM–10PM'], dtype=object)
 array(['Friday', '7AM–10PM'], dtype=object)]","{'Accessibility': array(['Wheelchair accessible entrance'], dtype=object), 'Activities': None, 'Amenities': array(['Gender-neutral restroom'], dtype=object), 'Atmosphere': array(['Casual'], dtype=object), 'Crowd': array(['Family-friendly'], dtype=object), 'Dining options': array(['Dessert'], dtype=object), 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': None, 'Highlights': array(['Fast service'], dtype=object), 'Lodging options': None, 'Offerings': array([""Kids' menu""], dtype=object), 'Payments': array(['Debit cards', 'NFC mobile payments'], dtype=object), 'Planning': None, 'Popular for': array(['Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Curbside pickup', 'Delivery', 'Takeout', 'Dine-in'], dtype=object)}",Closed ⋅ Opens 9AM Sun,"['0x88d9a543ef033779:0x44132518abe3c9bc'
 '0x88d9bae4b28096c1:0xa1cc2c2b943f13d8'
 '0x88d9b9583514d2f3:0xe24377c0f8483db1']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9a4d229e747e9:0x645a866bfa9b184?authuser=-1&hl=en&gl=us
